title,link,sentiment
"뱀 빠졌던 급식 먹고 학생 100여명 병원행…교사들 도주, 인도 당국 수사 착수",https:///n.news.naver.com/article/277/0005587304?ntype=RANKING,중립
"""SKT, 1인당 50만원 위자료 내놔라"" 시작…미국에선 수천억 배상에 과징금까지",https:///n.news.naver.com/article/277/0005587023?ntype=RANKING,중립
"한쪽 얼굴에만 보톡스, 자기 얼굴에 실험한 의사가 내린 결론",https:///n.news.naver.com/article/277/0005587427?ntype=RANKING,중립
"""나이 많은 여성이 운영하는 가게 갔더니 돈 대신 '이것' 받았다"" 한국 여행기 화제",https:///n.news.naver.com/article/277/0005587439?ntype=RANKING,중립
"[르포]尹 승리했던 강원 인제, 달라진 기류…""李 반응 좋아""",https:///n.news.naver.com/article/277/0005587490?ntype=RANKING,중립
"그렇게 부럽나…“트럼프 생일 열병식, 군인 6600명 동원”",https:///n.news.naver.com/article/081/0003538618?ntype=RANKING,중립
"식후 60분간 뿡뿡 ‘방귀 걷기’ SNS 열풍…“암 예방에 도움”, 뭐길래?",https:///n.news.naver.com/article/081/0003538617?ntype=RANKING,중립
산호초 위 성관계한 ‘나체 다이버들’ 경악…태국 바다서 무슨 일이,https:///n.news.naver.com/article/081/0003538619?ntype=RANKING,중립
‘6세 딸’ 실종 신고한 母…알고 보니 남친에 팔아넘겼다 ‘발칵’,https:///n.news.naver.com/article/081/0003538621?ntype=RANKING,중립
"코로나 때 감금, 4년만에 햇빛 본 세 자녀 “집 밖 신기해”…독일 발칵 [포착]",https:///n.news.naver.com/article/081/0003538616?ntype=RANKING,중립
나들이철 외식이 겁난다!...그런데 술값은 왜 내려가지?,https:///n.news.naver.com/article/052/0002188604?ntype=RANKING,중립
'파기환송심' 15일 첫 재판...대선 전 확정은 힘들 듯,https:///n.news.naver.com/article/052/0002188495?ntype=RANKING,중립
"오늘 대선후보 선출...김문수-한동훈, 승자는?",https:///n.news.naver.com/article/052/0002188566?ntype=RANKING,중립
"흉기소지죄 본격 시행에 현장 경찰 혼선...""지침 마련 필요""",https:///n.news.naver.com/article/052/0002188597?ntype=RANKING,중립
"오늘 또 비...어린이날 나들이 '무난', 산불은 주의",https:///n.news.naver.com/article/052/0002188554?ntype=RANKING,중립
1300만 구독자·63억 조회수의 영국 미녀…콘텐츠는 전부 남편과 ‘이것’ [더인플루언서],https:///n.news.naver.com/article/009/0005486631?ntype=RANKING,중립
"“정말 실망, 한국 정치수준 이 정도인가”...한덕수, 최상목 탄핵시도에 작심발언",https:///n.news.naver.com/article/009/0005486611?ntype=RANKING,중립
“이쪽과 저쪽 차이 보이시나요?”…美의사 ‘보톡스 셀프 실험’ 결과는,https:///n.news.naver.com/article/009/0005486660?ntype=RANKING,중립
“한국인 많은 곳 싫어” 몰디브 대신 찾는 베트남 휴양지 어딘가 봤더니,https:///n.news.naver.com/article/009/0005486641?ntype=RANKING,중립
어차피 단일화 할텐데 일단 스톱?…한덕수 등판에 국힘 ‘대선 공약’ 미룬다,https:///n.news.naver.com/article/009/0005486661?ntype=RANKING,중립
강남 19층 건물 옥상서 투신 소동…1시간 40분 만에 여성 구조,https:///n.news.naver.com/article/057/0001884578?ntype=RANKING,중립
'이재명 파기환송심' 첫 기일 오는 15일 지정…대선 전 결론나나,https:///n.news.naver.com/article/057/0001884554?ntype=RANKING,중립
[21대 대선] 국회 최종 통과는 대선 이후에…대통령 거부권 염두?,https:///n.news.naver.com/article/057/0001884562?ntype=RANKING,중립
국민의힘 최종 대선후보 오늘 결정,https:///n.news.naver.com/article/057/0001884593?ntype=RANKING,중립
'불법 추방'에 억울한 피해도…미 한인사회도 '불안',https:///n.news.naver.com/article/057/0001884583?ntype=RANKING,중립
'434억 선거비용 걸렸다'...이재명 '파기환송'에 뒤집어진 민주당,https:///n.news.naver.com/article/014/0005344908?ntype=RANKING,중립
"김수현이 세 채 가진 아파트 '신고가' 등장...""5년새 53억 올랐다""",https:///n.news.naver.com/article/014/0005344918?ntype=RANKING,중립
"""나라 망신""..日서 한국女 치맛속 몰카 찍은 20대男, 체포했더니 한국인",https:///n.news.naver.com/article/014/0005344926?ntype=RANKING,중립
변기 물 내릴때 커버 닫아야 하는 진짜 이유,https:///n.news.naver.com/article/014/0005344925?ntype=RANKING,중립
"""몸을 움직이고 일하는 게 복지에요"" 월급 100만원이 효자보다 낫습니다 [혼자인家]",https:///n.news.naver.com/article/014/0005344924?ntype=RANKING,중립
'이 메시지' 오면 복제 의심해야…품절대란 유심 기다리면서 지금 해야할 일,https:///n.news.naver.com/article/055/0001254947?ntype=RANKING,중립
파기환송심도 속전속결?…결론 언제 나올까,https:///n.news.naver.com/article/055/0001254930?ntype=RANKING,중립
오늘 국힘 최종 후보 선출…막판 표심 경쟁,https:///n.news.naver.com/article/055/0001254933?ntype=RANKING,중립
[단독] '재정 책임자'도 입건…통일교 재단 수사 확대,https:///n.news.naver.com/article/055/0001254937?ntype=RANKING,중립
처벌 피한 '명품 가방'…'목걸이' 수사 전망은,https:///n.news.naver.com/article/055/0001254942?ntype=RANKING,중립
"""`슈블리맘` 사기쳐도 난 몰라""…인스타·페북, 공정위 덜미",https:///n.news.naver.com/article/029/0002952270?ntype=RANKING,중립
"이재명 ""선거관리 맡은 분이 선수로…한덕수, 스스로 물어보라""",https:///n.news.naver.com/article/029/0002952343?ntype=RANKING,중립
"`반탄 김문수`냐 `찬탄 한동훈`이냐…국민의힘, 오늘 대선후보 선출",https:///n.news.naver.com/article/029/0002952354?ntype=RANKING,중립
"""혼자 보려 했을 뿐""…한국인 몰카범 일본서 치마 속 촬영하다 덜미",https:///n.news.naver.com/article/029/0002952357?ntype=RANKING,중립
"SKT 유심 해킹사태, 과연 내 돈은 안전할까?[주형연의 에구MONEY]",https:///n.news.naver.com/article/029/0002952353?ntype=RANKING,중립
"14억 '대이동' 시작…""그들이 온다""",https:///n.news.naver.com/article/215/0001207992?ntype=RANKING,중립
"백종원 ""3개월간 공짜""...특단의 대책 내놨다",https:///n.news.naver.com/article/215/0001207941?ntype=RANKING,중립
"혼돈의 韓 정치판…외신들 ""충격적""",https:///n.news.naver.com/article/215/0001207993?ntype=RANKING,중립
"5월은 '협상의 시간'...코스피 ""점진적으로 오른다""",https:///n.news.naver.com/article/215/0001208063?ntype=RANKING,중립
"""中정부도 협상 제스처""...미·중 무역협상 기대감에 3대 지수 1%대 상승",https:///n.news.naver.com/article/215/0001208057?ntype=RANKING,중립
"사실상 ‘사망선고’ 받았던 가수 유열, 폐이식 후 ‘삶’을 찾았다[병을 이겨내는 사람들]",https:///n.news.naver.com/article/020/0003632749?ntype=RANKING,중립
"민주, 선거법서 李 위반 조항 삭제-대법관 30명으로 증원 추진",https:///n.news.naver.com/article/020/0003632736?ntype=RANKING,중립
