title,link,sentiment
"[단독] 尹, 휴대폰 바꾼 뒤 '고성국'에게 첫 문자‥대국민담화도 고 씨 주문대로?",https:///n.news.naver.com/article/214/0001424444?ntype=RANKING,중립
김건희 일가 노인학대 고발 사건 경기북부청에 배당,https:///n.news.naver.com/article/214/0001424494?ntype=RANKING,중립
"배달원, 음식 꺼내 쏟아진 척 위장",https:///n.news.naver.com/article/214/0001424516?ntype=RANKING,중립
"부산 롯데월드 놀이기구 굉음·진동‥""운행 중단""",https:///n.news.naver.com/article/214/0001424515?ntype=RANKING,중립
"[단독] 계엄 이후 尹, 추경호·나경원과 잇단 통화",https:///n.news.naver.com/article/214/0001424441?ntype=RANKING,중립
항공기 의자에 거꾸로 누워 '쿨쿨'…'진상도 가지각색',https:///n.news.naver.com/article/422/0000740925?ntype=RANKING,중립
"'음주 뺑소니' 김호중 징역 2년 6개월 확정…팬클럽 ""결정 존중""",https:///n.news.naver.com/article/422/0000740971?ntype=RANKING,중립
美가상화폐 거래소 코인베이스 해킹당해…고객 정보 털려,https:///n.news.naver.com/article/422/0000740961?ntype=RANKING,중립
서울 학생 수 작년보다 2만2천명 줄어…학급당 23.3명,https:///n.news.naver.com/article/422/0000740958?ntype=RANKING,중립
"""여긴 우리 집이 아니야""…치매 환자 망상 핵심은 '장소 망상'",https:///n.news.naver.com/article/422/0000740973?ntype=RANKING,중립
[속보] 대선후보 지지도 이재명 51.9% 김문수 33.1% 이준석 6.6% [리얼미터],https:///n.news.naver.com/article/029/0002955045?ntype=RANKING,중립
"황정음, 회삿돈 42억 빼돌려 코인 투자…""부동산 팔아서 갚겠다""",https:///n.news.naver.com/article/029/0002955032?ntype=RANKING,중립
2007년 `이명박 압승` 재현 가능성 커지는 6·3대선,https:///n.news.naver.com/article/029/0002955006?ntype=RANKING,중립
`죽음` 막을 수 있었다…`동탄 납치살인` 피해자 호소에도 손놓은 경찰,https:///n.news.naver.com/article/029/0002954989?ntype=RANKING,중립
"파란 거위? 파란 물고기?…브라질 호수, 유입된 염료로 오염",https:///n.news.naver.com/article/029/0002955043?ntype=RANKING,중립
"""손실 어마어마"" 수백억원 잃을라…재건축 몸 사리는 건설사들",https:///n.news.naver.com/article/008/0005194873?ntype=RANKING,중립
"'43억 횡령' 황정음, 손절 시작?…'하이킥' 단체 광고 사라졌다",https:///n.news.naver.com/article/008/0005194899?ntype=RANKING,중립
"김혜경·설난영 여사 '내조' 레이스…""남편이 못가면 내가 간다""",https:///n.news.naver.com/article/008/0005194887?ntype=RANKING,중립
헌옷수거함 봉지 속에서 '낑낑'…버려진 강아지들 마지막 몸부림,https:///n.news.naver.com/article/008/0005194885?ntype=RANKING,중립
파리 아침 흔든 비명…'충격 납치극' 또 암호화폐 큰손 노렸다[영상],https:///n.news.naver.com/article/008/0005194909?ntype=RANKING,중립
목마를 때 벌컥벌컥 마셨던 '이것'⋯당뇨 유발하고 몸 망가뜨린다,https:///n.news.naver.com/article/031/0000932491?ntype=RANKING,중립
주가 10배 뛰었다…'이승기 장인' 등 일당 13명 '무더기 기소',https:///n.news.naver.com/article/031/0000932664?ntype=RANKING,중립
"스팀, 8900만 계정 해킹 의혹…밸브 ""시스템 해킹 아냐, 침해 사고 없어""(종합)",https:///n.news.naver.com/article/031/0000932570?ntype=RANKING,중립
